Store,Dept,Current_Stock,Lead_Time,Ordering_Cost,Holding_Cost,Supplier_ID
38,8,698,3,359,17,S002
38,9,739,5,433,19,S001
38,10,762,6,108,7,S005
38,11,690,5,220,18,S004
38,12,641,3,470,19,S004
38,13,460,6,200,6,S004
38,14,972,3,248,23,S004
38,16,549,2,245,16,S004
38,17,551,3,452,24,S002
38,18,719,5,342,8,S005
38,20,519,4,340,7,S001
38,21,337,3,436,9,S004
38,22,749,7,142,7,S004
38,23,822,4,194,19,S001
38,24,567,2,325,23,S001
38,25,419,6,105,6,S004
38,26,536,6,313,16,S002
38,27,422,4,305,9,S001
38,28,847,6,166,21,S005
38,29,967,3,495,18,S005
38,31,559,4,199,14,S002
38,32,528,5,111,7,S003
38,33,662,3,336,8,S002
38,34,760,3,421,10,S004
38,35,581,3,357,20,S003
38,38,789,5,498,11,S004
38,40,816,2,436,19,S005
38,42,368,7,234,24,S001
38,44,416,6,321,15,S004
38,46,577,4,255,5,S005
38,49,318,2,241,9,S002
38,52,389,4,257,17,S004
38,55,966,6,425,18,S005
38,56,569,5,470,13,S001
38,59,977,3,443,21,S004
38,60,348,3,361,19,S005
38,67,875,5,382,11,S004
38,72,851,2,437,16,S001
38,74,687,2,443,10,S004
38,79,969,4,328,20,S004
38,80,573,5,475,9,S005
38,81,980,2,379,13,S003
38,82,892,5,457,18,S004
38,83,359,6,389,12,S003
38,85,550,3,267,18,S002
38,87,487,3,146,16,S004
38,90,487,3,302,14,S003
38,91,425,5,313,24,S002
38,92,722,5,345,24,S005
38,93,721,4,123,17,S004
38,94,982,3,420,23,S005
38,95,472,4,373,19,S002
38,96,601,3,143,12,S005
38,97,382,4,431,14,S005
38,98,864,4,412,7,S001
38,99,687,6,462,7,S002
39,1,323,4,255,9,S005
39,2,825,5,479,20,S003
39,3,989,4,298,21,S002
39,4,613,3,261,10,S001
39,5,924,4,494,24,S004
39,6,371,2,333,24,S005
39,7,487,7,262,20,S003
39,8,634,3,215,6,S001
39,9,885,2,192,24,S002
39,10,312,3,141,19,S005
39,11,321,5,383,22,S001
39,12,743,7,478,5,S001
39,13,421,7,309,23,S003
39,14,830,5,305,16,S004
39,16,238,7,319,12,S004
39,17,696,5,379,10,S004
39,18,979,2,235,16,S002
39,19,432,6,205,11,S001
39,20,729,3,217,22,S002
39,21,348,5,336,18,S001
39,22,596,3,408,12,S003
39,23,860,2,487,24,S003
39,24,837,6,199,18,S002
39,25,501,2,360,9,S002
39,26,559,7,404,13,S003
39,27,437,3,453,12,S005
39,28,846,6,385,6,S004
39,29,862,7,427,20,S004
39,30,435,6,202,17,S003
39,31,935,7,162,11,S004
39,32,402,2,274,20,S005
39,33,455,5,381,11,S005
39,34,797,3,392,18,S001
39,35,861,4,325,18,S002
39,36,434,4,106,16,S004
39,38,544,2,226,5,S005
39,40,733,3,191,5,S002
39,41,996,3,289,16,S002
39,42,980,2,458,24,S001
39,44,665,3,152,19,S002
39,45,969,5,341,8,S002
39,46,740,2,231,11,S003
39,47,412,5,463,20,S001
39,49,662,3,211,7,S001
39,51,635,2,106,11,S004
39,52,482,3,329,10,S002
39,54,761,2,255,20,S004
39,55,806,3,296,12,S005
39,56,662,5,422,10,S002
39,58,606,5,463,14,S005
39,59,287,3,322,20,S003
39,60,243,2,466,15,S002
39,67,660,4,349,17,S004
39,71,477,5,182,10,S004
39,72,882,5,339,5,S002
39,74,620,7,479,23,S004
39,77,900,4,494,16,S002
39,78,552,3,459,10,S001
39,79,895,2,422,22,S004
39,80,714,7,362,17,S002
39,81,902,3,288,11,S002
39,82,829,6,465,17,S004
39,83,218,5,389,12,S001
39,85,222,6,461,21,S004
39,87,612,5,157,13,S002
39,90,229,5,108,24,S001
39,91,307,6,403,17,S005
39,92,566,6,214,6,S003
39,93,480,3,309,8,S004
39,94,327,7,140,6,S002
39,95,428,7,403,8,S001
39,96,310,6,272,22,S001
39,97,335,3,333,9,S005
39,98,561,7,380,23,S004
39,99,385,3,471,14,S001
40,1,855,3,177,22,S005
40,2,783,5,207,14,S002
40,3,328,7,380,9,S005
40,4,460,7,138,21,S004
40,5,714,5,218,17,S005
40,6,648,6,434,21,S001
40,7,303,5,435,13,S001
40,8,682,7,126,16,S003
40,9,423,7,203,18,S005
40,10,690,6,173,18,S002
40,11,672,5,290,12,S004
40,12,209,2,423,9,S003
40,13,604,2,246,23,S005
40,14,501,6,354,18,S002
40,16,430,5,383,13,S003
40,17,930,5,312,11,S001
40,18,265,3,222,12,S004
40,19,311,7,305,18,S005
40,20,212,4,339,18,S002
40,21,592,6,493,15,S001
40,22,699,4,438,18,S003
40,23,797,4,385,12,S004
40,24,433,6,121,7,S003
40,25,801,5,358,22,S003
40,26,513,6,456,7,S002
40,27,765,4,204,17,S001
40,28,211,7,357,16,S005
40,29,408,7,303,19,S002
40,30,213,7,409,22,S004
40,31,832,5,361,9,S003
40,32,617,2,206,11,S004
40,33,636,6,350,15,S002
40,34,576,7,320,15,S002
40,35,219,6,478,19,S005
40,36,786,7,321,14,S003
40,37,954,5,357,19,S002
40,38,934,2,300,17,S004
40,40,269,2,466,18,S005
40,41,410,7,357,21,S004
40,42,300,5,448,17,S003
40,44,897,3,324,14,S005
40,45,331,6,301,5,S005
40,46,822,6,325,5,S005
40,47,580,4,335,19,S001
40,48,331,5,282,20,S005
40,49,219,4,299,16,S004
40,51,735,7,456,10,S004
40,52,426,4,345,10,S003
40,54,353,2,452,16,S002
40,55,941,6,210,19,S002
40,56,668,4,105,8,S001
40,58,604,2,335,8,S005
40,59,401,5,226,6,S001
40,60,237,4,203,16,S003
40,67,971,7,336,11,S003
40,71,387,7,254,24,S002
40,72,256,7,356,13,S003
40,74,219,6,334,13,S005
40,77,472,4,388,12,S004
40,78,318,5,139,18,S003
40,79,782,4,387,5,S001
40,80,715,6,296,16,S005
40,81,420,2,372,6,S003
40,82,725,6,481,17,S003
40,83,714,7,363,8,S005
40,85,927,2,156,24,S003
40,87,940,7,397,22,S004
40,90,535,3,197,23,S002
40,91,897,6,236,20,S005
40,92,254,6,475,18,S001
40,93,699,5,186,12,S003
40,94,965,4,341,16,S002
40,95,735,2,298,13,S001
40,96,361,2,409,10,S001
40,97,869,5,183,22,S004
40,98,793,5,341,6,S002
40,99,358,4,380,12,S005
41,1,387,7,422,18,S002
41,2,259,4,351,10,S002
41,3,518,6,289,14,S001
41,4,410,7,251,12,S004
41,5,605,3,401,21,S004
41,6,863,4,377,16,S002
41,7,308,5,238,21,S002
41,8,275,7,275,17,S003
41,9,741,4,107,23,S001
41,10,513,2,394,16,S005
41,11,316,3,334,20,S005
41,12,903,6,262,9,S004
41,13,218,2,148,20,S001
41,14,631,2,401,10,S004
41,16,884,3,137,15,S005
41,17,939,6,235,21,S002
41,18,549,5,409,18,S001
41,19,382,7,318,10,S001
41,20,312,6,447,15,S003
41,21,382,4,395,16,S002
41,22,680,2,133,17,S002
41,23,345,4,451,8,S004
41,24,827,5,178,11,S001
41,25,312,4,335,6,S004
41,26,962,6,482,10,S002
41,27,675,4,372,10,S003
41,28,962,5,260,22,S001
41,29,502,5,274,24,S002
41,30,317,5,465,12,S003
41,31,360,6,407,12,S005
41,32,600,5,473,12,S002
41,33,397,2,320,12,S005
41,34,459,5,108,5,S004
41,35,859,4,388,6,S005
41,36,951,7,212,16,S002
41,37,246,4,304,19,S005
41,38,598,7,285,8,S001
41,40,909,4,440,7,S002
41,41,758,6,296,18,S003
41,42,277,4,365,12,S005
41,44,323,6,361,17,S001
41,45,274,6,347,23,S004
41,46,336,5,214,9,S004
41,47,801,2,220,17,S005
41,48,599,7,240,24,S004
41,49,704,5,164,5,S003
41,51,699,5,375,20,S002
41,52,772,6,412,6,S001
41,54,337,6,338,11,S005
41,55,249,7,401,10,S004
41,56,970,4,491,9,S002
41,58,818,4,109,8,S003
41,59,824,5,468,6,S004
41,60,453,3,332,14,S004
41,67,829,3,294,9,S001
41,71,909,4,494,22,S003
41,72,762,3,111,14,S003
41,74,956,4,493,19,S005
41,77,625,6,276,13,S001
41,78,746,5,276,15,S005
41,79,501,2,316,21,S001
41,80,780,5,110,13,S003
41,81,548,4,217,20,S001
41,82,248,4,263,10,S001
41,83,273,5,138,15,S001
41,85,903,7,152,21,S002
41,87,460,4,317,8,S002
41,90,555,3,305,19,S003
41,91,781,3,411,5,S001
41,92,801,4,459,24,S003
41,93,459,4,484,5,S002
41,94,837,7,155,13,S001
41,95,942,3,217,16,S005
41,96,494,4,487,8,S002
41,97,840,4,352,17,S002
41,98,991,7,385,11,S002
41,99,512,7,367,12,S001
42,1,811,5,390,17,S004
42,2,381,7,432,15,S005
42,3,885,2,279,13,S005
42,4,563,3,457,20,S003
42,5,387,5,334,14,S001
42,6,768,2,442,15,S002
42,7,742,4,295,16,S004
42,8,795,4,407,18,S001
42,9,863,5,179,23,S001
42,10,747,7,234,16,S004
42,11,924,4,121,22,S002
42,12,607,6,430,21,S001
42,13,817,5,324,7,S005
42,14,613,2,157,5,S005
42,16,541,5,192,23,S004
42,17,419,3,291,8,S002
42,18,362,7,202,20,S004
42,20,419,7,495,16,S001
42,21,469,5,106,17,S005
42,22,831,4,227,21,S003
42,23,599,4,154,12,S004
42,24,381,6,330,17,S003
42,25,817,6,461,24,S003
42,26,928,7,161,9,S005
42,27,404,6,339,22,S004
42,28,781,2,189,19,S003
42,31,755,6,331,16,S001
42,32,427,2,332,21,S002
42,33,895,6,453,19,S002
42,34,818,7,432,6,S005
42,38,795,7,474,10,S004
42,40,449,2,391,21,S004
42,41,640,5,444,20,S002
42,42,732,7,251,21,S001
42,44,395,5,244,24,S002
42,46,889,4,229,13,S002
42,49,718,2,240,9,S004
42,52,269,7,192,5,S003
42,55,838,3,213,10,S001
42,56,598,4,383,18,S004
42,59,871,5,242,21,S002
42,60,959,7,322,23,S003
42,67,402,2,331,5,S001
42,71,347,6,132,5,S005
42,72,671,3,375,17,S001
42,74,854,5,269,18,S001
42,79,398,4,239,10,S002
42,80,625,2,456,10,S002
42,81,865,3,300,5,S005
42,82,691,2,122,18,S005
42,83,341,7,323,7,S005
42,85,512,6,467,14,S004
42,87,364,4,369,23,S004
42,90,513,2,446,23,S002
42,91,220,5,252,23,S002
42,92,281,7,432,8,S005
42,93,780,7,184,24,S004
42,94,330,4,208,23,S003
42,95,798,7,130,14,S004
42,96,929,5,328,6,S002
42,97,504,2,339,8,S004
42,98,570,4,477,10,S002
43,1,583,7,462,11,S005
43,2,644,7,409,20,S005
43,3,624,5,488,11,S005
43,4,360,6,240,22,S003
43,5,377,6,255,24,S003
43,6,828,7,398,23,S002
43,7,907,2,444,13,S001
43,8,689,4,470,24,S003
43,9,526,7,198,14,S002
43,10,797,3,146,17,S004
43,11,488,4,426,22,S005
43,12,792,6,166,20,S005
43,13,863,7,161,21,S005
43,14,772,5,208,17,S002
43,16,772,3,266,16,S005
43,17,553,7,136,14,S003
43,18,227,2,218,5,S004
43,20,242,3,185,12,S005
43,21,880,7,481,22,S002
43,22,622,2,491,6,S004
43,23,797,3,151,20,S005
43,24,376,2,190,16,S001
43,25,728,2,388,13,S005
43,26,809,3,436,7,S003
43,27,693,3,397,8,S004
43,28,397,2,303,6,S003
43,31,809,6,467,12,S001
43,32,776,3,337,14,S001
43,33,716,7,481,20,S003
43,38,713,4,254,15,S004
43,40,221,5,339,22,S001
43,42,311,2,235,18,S001
43,44,256,2,461,12,S005
43,46,265,5,480,19,S002
43,49,297,6,468,21,S001
43,52,343,5,163,22,S004
43,55,634,3,222,10,S004
43,56,836,5,353,18,S005
43,59,878,2,213,7,S004
43,60,285,5,119,11,S005
43,67,787,4,115,19,S001
43,71,543,7,244,20,S001
43,72,493,3,307,20,S001
43,74,770,5,118,12,S001
43,79,849,2,475,11,S002
43,80,810,7,491,10,S002
43,81,903,3,265,6,S001
43,82,442,2,137,17,S004
43,83,760,6,280,16,S005
43,85,231,4,448,19,S003
43,87,590,6,204,13,S005
43,90,476,4,199,6,S003
43,91,731,5,189,21,S003
43,92,353,3,399,9,S001
43,93,582,5,431,15,S003
43,94,267,4,178,23,S001
43,95,413,4,172,11,S002
43,96,854,4,275,6,S004
43,97,575,7,495,20,S003
43,98,943,2,195,16,S004
43,99,412,3,444,19,S001
44,1,278,5,202,5,S003
44,2,925,5,323,17,S005
44,3,827,6,105,10,S002
44,4,803,4,221,17,S002
44,5,981,4,335,22,S003
44,6,580,4,215,7,S002
44,7,879,5,262,5,S005
44,8,257,6,325,19,S004
44,9,995,2,329,17,S005
44,10,225,7,281,9,S002
44,11,646,3,348,17,S004
44,12,265,2,417,9,S005
44,13,959,5,309,23,S001
44,14,453,7,243,22,S001
44,16,243,7,491,14,S004
44,17,296,7,444,12,S004
44,18,753,4,195,19,S004
44,20,426,3,481,24,S001
44,21,973,5,445,8,S005
44,22,878,5,343,6,S004
44,23,635,7,185,10,S001
44,24,990,5,493,7,S004
44,25,800,3,283,11,S004
44,26,578,3,220,14,S004
44,27,377,6,431,10,S001
44,28,626,6,191,20,S005
44,31,908,2,169,6,S001
44,32,506,3,232,21,S001
44,33,978,3,378,17,S004
44,34,703,3,236,5,S003
44,38,467,6,413,10,S003
44,40,785,7,286,9,S003
44,42,207,7,320,17,S001
44,44,707,5,145,22,S004
44,46,675,7,377,16,S003
44,49,496,4,291,11,S002
44,52,363,6,107,19,S002
44,55,684,3,478,7,S002
44,56,796,7,375,20,S005
44,59,271,6,278,5,S004
44,60,766,7,433,20,S001
44,67,758,2,138,16,S001
44,71,437,3,392,23,S004
44,72,303,2,277,12,S005
44,74,409,3,261,16,S004
44,79,753,6,430,19,S005
44,80,667,5,473,6,S003
44,81,653,7,203,21,S003
44,82,467,7,260,11,S005
44,83,585,4,386,17,S004
44,85,974,2,222,5,S003
44,87,586,7,153,10,S004
44,90,458,6,133,17,S003
44,91,482,5,341,15,S004
44,92,825,6,477,14,S004
44,93,239,2,212,20,S002
44,94,685,4,417,24,S005
44,95,419,7,122,21,S001
44,96,328,6,145,21,S005
44,97,719,3,411,8,S004
44,98,812,5,234,9,S004
44,99,887,6,217,18,S005
45,1,818,5,288,24,S004
45,2,812,7,230,14,S003
45,3,459,3,311,18,S004
45,4,565,4,212,5,S005
45,5,957,4,143,15,S005
45,6,986,3,227,22,S005
45,7,743,5,463,20,S002
45,8,848,7,257,22,S002
45,9,723,6,372,12,S002
45,10,215,3,414,14,S002
45,11,328,2,493,14,S002
45,12,774,5,454,9,S002
45,13,308,4,439,14,S002
45,14,732,3,144,22,S005
45,16,869,4,207,10,S001
45,17,468,5,318,7,S002
45,18,361,4,417,12,S005
45,19,459,3,414,13,S001
45,20,301,5,276,9,S002
45,21,705,2,327,6,S001
45,22,934,3,290,6,S001
45,23,770,6,259,11,S003
45,24,446,7,493,21,S004
45,25,839,3,366,14,S003
45,26,994,5,457,16,S001
45,27,736,7,425,6,S005
45,28,330,3,478,14,S002
45,29,552,2,289,24,S004
45,30,395,2,274,5,S002
45,31,992,6,389,8,S005
45,32,865,4,456,17,S004
45,33,581,7,244,16,S003
45,34,844,5,331,15,S001
45,35,426,5,459,14,S005
45,36,900,4,303,19,S001
45,38,675,2,312,9,S001
45,40,676,2,139,21,S002
45,41,464,3,374,9,S005
45,42,571,6,422,6,S001
45,44,685,7,181,13,S003
45,45,633,6,280,10,S004
45,46,845,6,419,22,S005
45,47,410,3,182,18,S002
45,49,771,6,402,23,S005
45,51,576,4,361,18,S002
45,52,594,3,371,12,S004
45,54,649,4,299,21,S003
45,55,563,3,339,7,S001
45,56,656,6,279,14,S005
45,58,924,4,270,21,S002
45,59,927,4,394,15,S004
45,60,425,4,276,12,S001
45,67,330,3,468,5,S004
45,71,787,5,495,17,S003
45,72,675,6,336,8,S001
45,74,997,4,237,11,S001
45,77,476,7,426,18,S001
45,78,355,5,465,9,S002
45,79,959,7,410,15,S001
45,80,417,6,228,21,S004
45,81,389,6,148,9,S002
45,82,616,4,263,24,S001
45,83,874,4,376,7,S004
45,85,891,3,392,9,S004
45,87,745,5,215,19,S005
45,90,240,5,123,23,S004
45,91,506,4,410,20,S003
45,92,537,6,124,12,S001
45,93,513,4,490,17,S001
45,94,274,6,226,20,S001
45,95,478,6,333,7,S004
45,96,375,4,308,5,S004
45,97,861,2,192,13,S001
45,98,472,5,193,13,S002
